Word,Part-of-Speech,Definition,whether_core,whether_general,whether_spoken,whether_fiction,whether_newspapers,whether_web
uitbreken,verb,to break out,False,True,False,False,False,False
volstrekt,adv,absolutely,False,True,False,False,False,False
aanzetten,verb,to encourage,False,True,False,False,False,False
groente,"noun, de(f)",vegetable,False,True,False,False,False,False
koper,"1) noun, de(m) 2) het",1) buyer 2) copper,False,True,False,False,False,False
motief,"noun, het",motive,False,True,False,False,False,False
opleiden,verb,to train,False,True,False,False,False,False
revolutie,"noun, de(f)",revolution,False,True,False,False,False,False
beëindigen,verb,to terminate,False,True,False,False,False,False
kwaad,"noun, het",evil,False,True,False,False,False,False
schilder,"noun, de(m)",painter,False,True,False,False,False,False
verstoppen,verb,to hide,False,True,False,False,False,False
voorop,adv,ahead,False,True,False,False,False,False
afzetten,verb,a) to drop off b) to cheat c) to turn off,False,True,False,False,False,False
belasten,verb,a) to tax b) to overload,False,True,False,False,False,False
diploma,"noun, het",diploma,False,True,False,False,False,False
herhaling,"noun, de(f)",repetition,False,True,False,False,False,False
onderuit,adv,~ sprawled,False,True,False,False,False,False
samenstellen,verb,"to compose, to put together",False,True,False,False,False,False
schetsen,verb,to sketch,False,True,False,False,False,False
verhinderen,verb,to prevent,False,True,False,False,False,False
bitter,adj,bitter,False,True,False,False,False,False
boerderij,"noun, de(f)",farm,False,True,False,False,False,False
officier,"noun, de(m)",officer,False,True,False,False,False,False
overgaan,verb,a) to move up b) to pass,False,True,False,False,False,False
ertoe,adv,to,False,True,False,False,False,False
missie,"noun, de(f)",mission,False,True,False,False,False,False
vervallen,verb,to disappear,False,True,False,False,False,False
buitengewoon,adj,"exceptional, extraordinary",False,True,False,False,False,False
dank,"noun, de(m)",thanks,False,True,False,False,False,False
hoofdstuk,"noun, het",chapter,False,True,False,False,False,False
opgaan,verb,to merge,False,True,False,False,False,False
terugtrekken,verb,to withdraw,False,True,False,False,False,False
balen,verb,to be fed up with,False,True,False,False,False,False
desnoods,adv,if necessary,False,True,False,False,False,False
kwetsbaar,adj,vulnerable,False,True,False,False,False,False
onzekerheid,"noun, de(f)",uncertainty,False,True,False,False,False,False
proef,"noun, de",test,False,True,False,False,False,False
uitkering,"noun, de(f)","payment, benefit",False,True,False,False,False,False
wiel,"noun, het",wheel,False,True,False,False,False,False
individu,"noun, het",individual,False,True,False,False,False,False
stress,"noun, de(m)",stress,False,True,False,False,False,False
groots,adj,"grand, ambitious",False,True,False,False,False,False
lezing,"noun, de(f)",lecture,False,True,False,False,False,False
stilstaan,verb,to stop,False,True,False,False,False,False
toilet,"noun, het",toilet,False,True,False,False,False,False
verzameling,"noun, de(f)",collection,False,True,False,False,False,False
vorderen,verb,a) to claim b) to progress,False,True,False,False,False,False
experiment,"noun, het",experiment,False,True,False,False,False,False
gezondheidszorg,"noun, de",health care,False,True,False,False,False,False
opvoeren,verb,a) to increase b) to stage,False,True,False,False,False,False
pakket,"noun, het",packet,False,True,False,False,False,False
pil,"noun, de",pill,False,True,False,False,False,False
ritme,"noun, het",rhythm,False,True,False,False,False,False
uitschakelen,verb,to eliminate,False,True,False,False,False,False
vergoeding,"noun, de(f)",compensation,False,True,False,False,False,False
pen,"noun, de",pen,False,True,False,False,False,False
reiziger,"noun, de(m)",traveller,False,True,False,False,False,False
salaris,"noun, het",salary,False,True,False,False,False,False
kwetsen,verb,to hurt,False,True,False,False,False,False
meer,num,more,False,True,False,False,False,False
fundamenteel,adj,fundamental,False,True,False,False,False,False
geestelijk,adj,mental,False,True,False,False,False,False
oma,"noun, de(f)",grandma,False,True,False,False,False,False
storm,"noun, de(m)",storm,False,True,False,False,False,False
vanochtend,adv,this morning,False,True,False,False,False,False
verzekering,"noun, de(f)",insurance,False,True,False,False,False,False
appel,"noun, de(m)",apple,False,True,False,False,False,False
bereikbaar,adj,reachable,False,True,False,False,False,False
chaos,"noun, de(m)",chaos,False,True,False,False,False,False
gezag,"noun, het",authority,False,True,False,False,False,False
onderschatten,verb,to underestimate,False,True,False,False,False,False
zielig,adj,pathetic,False,True,False,False,False,False
desondanks,adv,nevertheless,False,True,False,False,False,False
plicht,"noun, de",duty,False,True,False,False,False,False
betaling,"noun, de(f)",payment,False,True,False,False,False,False
plukken,verb,to pick,False,True,False,False,False,False
vervoeren,verb,to transport,False,True,False,False,False,False
beïnvloeden,verb,to influence,False,True,False,False,False,False
doorlopen,verb,a) to keep on walking b) to go through,False,True,False,False,False,False
duurzaam,adj,durable,False,True,False,False,False,False
fruit,"noun, het",fruit,False,True,False,False,False,False
hobby,"noun, de(m)",hobby,False,True,False,False,False,False
kapitein,"noun, de(m)",captain,False,True,False,False,False,False
luxe,"noun, de(m)",luxury,False,True,False,False,False,False
uitrusten,verb,a) to equip b) to rest,False,True,False,False,False,False
werkzaamheden,"noun, pl",activities,False,True,False,False,False,False
wortel,"noun, de(m)",a) carrot b) root,False,True,False,False,False,False
intrekken,verb,a) to retract b) to withdraw,False,True,False,False,False,False
paars,adj,purple,False,True,False,False,False,False
bizar,adj,bizarre,False,True,False,False,False,False
citeren,verb,to quote,False,True,False,False,False,False
voorafgaan,verb,to precede,False,True,False,False,False,False
aansluiting,"noun, de(f)",connection,False,True,False,False,False,False
betrouwbaar,adj,reliable,False,True,False,False,False,False
net,"noun, het",net,False,True,False,False,False,False
verstoren,verb,to disturb,False,True,False,False,False,False
waarschuwing,"noun, de(f)",warning,False,True,False,False,False,False
arbeid,"noun, de(m)",labour,False,True,False,False,False,False
bestemmen,verb,to intend,False,True,False,False,False,False
frustratie,"noun, de(f)",frustration,False,True,False,False,False,False
tegenhouden,verb,to stop,False,True,False,False,False,False
administratie,"noun, de(f)",administration,False,True,False,False,False,False
evolueren,verb,to evolve,False,True,False,False,False,False
nadrukkelijk,adj,emphatic,False,True,False,False,False,False
vet,adj,fat,False,True,False,False,False,False
vloeien,verb,to flow,False,True,False,False,False,False
duivel,"noun, de(m)",devil,False,True,False,False,False,False
herkenbaar,adj,recognizable,False,True,False,False,False,False
verf,"noun, de",paint,False,True,False,False,False,False
financieren,verb,to finance,False,True,False,False,False,False
suggestie,"noun, de(f)",suggestion,False,True,False,False,False,False
greep,"noun, de",grab,False,True,False,False,False,False
tarief,"noun, het",rate,False,True,False,False,False,False
uitkomst,"noun, de(f)",result,False,True,False,False,False,False
kleinkind,"noun, het",grandchild,False,True,False,False,False,False
ontdekking,"noun, de(f)",discovery,False,True,False,False,False,False
vergen,verb,to require,False,True,False,False,False,False
bezetting,"noun, de(f)",a) occupation b) cast,False,True,False,False,False,False
leugen,"noun, de",lie,False,True,False,False,False,False
psychologisch,adj,psychological,False,True,False,False,False,False
jarig,adj,celebrating a birthday,False,True,False,False,False,False
nagenoeg,adv,almost,False,True,False,False,False,False
waardevol,adj,valuable,False,True,False,False,False,False
kelder,"noun, de(m)",basement,False,True,False,False,False,False
optimaal,adj,optimal,False,True,False,False,False,False
opvoeden,verb,to raise,False,True,False,False,False,False
accent,"noun, het",a) accent b) emphasis,False,True,False,False,False,False
doorgeven,verb,to pass on,False,True,False,False,False,False
formule,"noun, de",formula,False,True,False,False,False,False
handicap,"noun, de(m)",handicap,False,True,False,False,False,False
jacht,"noun, de",a) hunt(ing) b) yacht,False,True,False,False,False,False
laag,"noun, de",layer,False,True,False,False,False,False
moordenaar,"noun, de(m)","murderer, killer",False,True,False,False,False,False
passie,"noun, de(f)",passion,False,True,False,False,False,False
som,"noun, de",sum,False,True,False,False,False,False
getal,"noun, het",number,False,True,False,False,False,False
klikken,verb,to click,False,True,False,False,False,False
naarmate,conj,as,False,True,False,False,False,False
onderbrengen,verb,"to accommodate, to lodge",False,True,False,False,False,False
opvang,"noun, de(m)",care,False,True,False,False,False,False
trek,"noun, de(m)",appetite,False,True,False,False,False,False
inhoudelijk,adj,"substantive, concerning content",False,True,False,False,False,False
onthullen,verb,to reveal,False,True,False,False,False,False
overgang,"noun, de(m)",transition,False,True,False,False,False,False
voorziening,"noun, de(f)",facility,False,True,False,False,False,False
snelweg,"noun, de(m)",motorway,False,True,False,False,False,False
discipline,"noun, de(f)",discipline,False,True,False,False,False,False
particulier,adj,private,False,True,False,False,False,False
slopen,verb,to demolish,False,True,False,False,False,False
uitrekenen,verb,to calculate,False,True,False,False,False,False
enkel,"noun, de(m)",ankle,False,True,False,False,False,False
filosofie,"noun, de(f)",philosophy,False,True,False,False,False,False
oranje,adj,orange,False,True,False,False,False,False
part,"noun, het",part,False,True,False,False,False,False
steevast,adv,invariably,False,True,False,False,False,False
verschijnsel,"noun, het",phenomenon,False,True,False,False,False,False
verstrekken,verb,to provide,False,True,False,False,False,False
bevoegd,adj,competent,False,True,False,False,False,False
smaken,verb,to taste,False,True,False,False,False,False
verbranden,verb,to burn,False,True,False,False,False,False
voorgaan,verb,to let go first,False,True,False,False,False,False
illusie,"noun, de(f)",illusion,False,True,False,False,False,False
neiging,"noun, de(f)",tendency,False,True,False,False,False,False
stal,"noun, de(m)",stable,False,True,False,False,False,False
verlichting,"noun, de(f)",light(ing),False,True,False,False,False,False
wijken,verb,to disappear,False,True,False,False,False,False
hoofdredacteur,"noun, de(m)",editor-in-chief,False,True,False,False,False,False
volhouden,verb,to maintain,False,True,False,False,False,False
wacht,"1) noun, de 2) noun, de(m)",1) watch 2) guard,False,True,False,False,False,False
zakelijk,adj,business,False,True,False,False,False,False
afzonderlijk,adj,separate,False,True,False,False,False,False
ondersteuning,"noun, de(f)",support,False,True,False,False,False,False
toespraak,"noun, de",speech,False,True,False,False,False,False
waarnemen,verb,to observe,False,True,False,False,False,False
goedkeuring,"noun, de(f)",approval,False,True,False,False,False,False
installeren,verb,to install,False,True,False,False,False,False
tijdstip,"noun, het",(point of/in) time,False,True,False,False,False,False
analyseren,verb,to analyse,False,True,False,False,False,False
afwijken,verb,to deviate,False,True,False,False,False,False
gids,"noun, de(m)",guide,False,True,False,False,False,False
laden,verb,to load,False,True,False,False,False,False
opruimen,verb,to tidy up,False,True,False,False,False,False
opstand,"noun, de(m)",rebellion,False,True,False,False,False,False
uitgangspunt,"noun, het",starting point,False,True,False,False,False,False
vocht,"1) noun, de/het 2) noun, het",1) moisture 2) liquid,False,True,False,False,False,False
bevel,"noun, het",command,False,True,False,False,False,False
bloeien,verb,to bloom,False,True,False,False,False,False
docent,"noun, de(m)","teacher, lecturer",False,True,False,False,False,False
dreiging,"noun, de(f)",threat,False,True,False,False,False,False
gedoe,"noun, het",hassle,False,True,False,False,False,False
lente,"noun, de",spring,False,True,False,False,False,False
minimum,"noun, het",minimum,False,True,False,False,False,False
beloning,"noun, de(f)",reward,False,True,False,False,False,False
compenseren,verb,to compensate,False,True,False,False,False,False
datzelfde,pron,the same,False,True,False,False,False,False
dichter,"noun, de(m)",poet,False,True,False,False,False,False
noot,"noun, de",a) note b) nut,False,True,False,False,False,False
paleis,"noun, het",palace,False,True,False,False,False,False
priester,"noun, de(m)",priest,False,True,False,False,False,False
vluchteling,"noun, de(m)",refugee,False,True,False,False,False,False
bladzijde,"noun, de",page,False,True,False,False,False,False
grootte,"noun, de(f)",size,False,True,False,False,False,False
kaas,"noun, de(m)",cheese,False,True,False,False,False,False
kleuter,"noun, de(m)",infant,False,True,False,False,False,False
mentaliteit,"noun, de(f)",mentality,False,True,False,False,False,False
ondergronds,adj,underground,False,True,False,False,False,False
onwaarschijnlijk,adj,unlikely,False,True,False,False,False,False
uitnodiging,"noun, de(f)",invitation,False,True,False,False,False,False
verwijt,"noun, het",reproach,False,True,False,False,False,False
weerstand,"noun, de(m)",resistance,False,True,False,False,False,False
afmaken,verb,to finish,False,True,False,False,False,False
afval,"noun, de(m)/het",waste,False,True,False,False,False,False
huwen,verb,to marry,False,True,False,False,False,False
omtrent,prep,about,False,True,False,False,False,False
verwerpen,verb,to reject,False,True,False,False,False,False
interpretatie,"noun, de(f)",interpretation,False,True,False,False,False,False
lading,"noun, de(f)",load,False,True,False,False,False,False
redenering,"noun, de(f)",reasoning,False,True,False,False,False,False
stoer,adj,tough,False,True,False,False,False,False
tram,"noun, de(m)",tram,False,True,False,False,False,False
versieren,verb,to decorate,False,True,False,False,False,False
buurman,"noun, de(m)",neighbour,False,True,False,False,False,False
intelligent,adj,intelligent,False,True,False,False,False,False
kapitaal,"noun, het",capital,False,True,False,False,False,False
lawaai,"noun, het",noise,False,True,False,False,False,False
objectief,adj,objective,False,True,False,False,False,False
rel,"noun, de(m)",riot,False,True,False,False,False,False
zonde,"noun, de",sin,False,True,False,False,False,False
affaire,"noun, de",affair,False,True,False,False,False,False
begrijpelijk,adj,"understandable, comprehensible",False,True,False,False,False,False
biologisch,adj,biological,False,True,False,False,False,False
communistisch,adj,communist,False,True,False,False,False,False
dagblad,"noun, het",newspaper,False,True,False,False,False,False
flat,"noun, de(m)",flat,False,True,False,False,False,False
kogel,"noun, de(m)",bullet,False,True,False,False,False,False
schande,"noun, de","shame, disgrace",False,True,False,False,False,False
frustreren,verb,to frustrate,False,True,False,False,False,False
opletten,verb,to pay attention,False,True,False,False,False,False
persoonlijkheid,"noun, de(f)",personality,False,True,False,False,False,False
traject,"noun, het",route,False,True,False,False,False,False
bioscoop,"noun, de(m)",cinema,False,True,False,False,False,False
feestdag,"noun, de(m)",holiday,False,True,False,False,False,False
integreren,verb,to integrate,False,True,False,False,False,False
recept,"noun, het",recipe,False,True,False,False,False,False
rijp,adj,ripe,False,True,False,False,False,False
ronduit,adv,"outright, simply",False,True,False,False,False,False
tijdig,adj,timely,False,True,False,False,False,False
archief,"noun, het",archive,False,True,False,False,False,False
gitaar,"noun, de",guitar,False,True,False,False,False,False
put,"noun, de(m)",well,False,True,False,False,False,False
rond,adj,round,False,True,False,False,False,False
concentratie,"noun, de(f)",concentration,False,True,False,False,False,False
dagen,verb,a) to summon b) to dawn,False,True,False,False,False,False
koor,"noun, het",choir,False,True,False,False,False,False
neigen,verb,to incline,False,True,False,False,False,False
oefening,"noun, de(f)",exercise,False,True,False,False,False,False
schitteren,verb,to shine,False,True,False,False,False,False
uithalen,verb,a) to lash out b) to be up to,False,True,False,False,False,False
aanvoeren,verb,"to supply, to bring",False,True,False,False,False,False
glazen,adj,glass,False,True,False,False,False,False
progressief,adj,progressive,False,True,False,False,False,False
uitpakken,verb,a) to unpack b) to turn out,False,True,False,False,False,False
vreemdeling,"noun, de(m)",stranger,False,True,False,False,False,False
evengoed,adv,as well,False,True,False,False,False,False
kweken,verb,"to cultivate, to grow",False,True,False,False,False,False
middernacht,"noun, de(m)",midnight,False,True,False,False,False,False
munt,"noun, de",coin,False,True,False,False,False,False
opslaan,verb,to store,False,True,False,False,False,False
uitdrukken,verb,to stub out,False,True,False,False,False,False
afhangen,verb,to depend,False,True,False,False,False,False
filmen,verb,to film,False,True,False,False,False,False
overleggen,verb,to consult,False,True,False,False,False,False
versnellen,verb,to accelerate,False,True,False,False,False,False
verwoesten,verb,to destroy,False,True,False,False,False,False
aantasten,verb,to affect,False,True,False,False,False,False
bewerken,verb,to work,False,True,False,False,False,False
doorvoeren,verb,to carry out,False,True,False,False,False,False
feliciteren,verb,to congratulate,False,True,False,False,False,False
fier,adj,proud,False,True,False,False,False,False
handeling,"noun, de(f)",action,False,True,False,False,False,False
weleens,adv,"sometimes, ever",False,True,False,False,False,False
zuur,adj,acid,False,True,False,False,False,False
ambassadeur,"noun, de(m)",ambassador,False,True,False,False,False,False
neutraal,adj,neutral,False,True,False,False,False,False
nuchter,adj,"a) empty, sober b) plain",False,True,False,False,False,False
vooraan,adv,in front,False,True,False,False,False,False
fataal,adj,fatal,False,True,False,False,False,False
intellectueel,adj,intellectual,False,True,False,False,False,False
maandelijks,adj,monthly,False,True,False,False,False,False
mode,"noun, de",fashion,False,True,False,False,False,False
verkondigen,verb,"to proclaim, to put forward",False,True,False,False,False,False
woonplaats,"noun, de",residence,False,True,False,False,False,False
beslist,adj,"decisive, resolute",False,True,False,False,False,False
bovenaan,adv,at the top,False,True,False,False,False,False
dijk,"noun, de(m)",dike,False,True,False,False,False,False
gieten,verb,to pour,False,True,False,False,False,False
misverstand,"noun, het",misunderstanding,False,True,False,False,False,False
omkomen,verb,to die,False,True,False,False,False,False
trouw,"noun, de",faith(fulness),False,True,False,False,False,False
afvoeren,verb,to transport,False,True,False,False,False,False
eng,adj,scary,False,True,False,False,False,False
ontploffen,verb,to explode,False,True,False,False,False,False
rang,"noun, de(m)",rank,False,True,False,False,False,False
richtlijn,"noun, de",guideline,False,True,False,False,False,False
ruilen,verb,to exchange,False,True,False,False,False,False
straf,adj,hard,False,True,False,False,False,False
deugd,"noun, de",virtue,False,True,False,False,False,False
discussiëren,verb,to discuss,False,True,False,False,False,False
essentieel,adj,essential,False,True,False,False,False,False
evident,adj,evident,False,True,False,False,False,False
genezen,verb,to cure,False,True,False,False,False,False
inrichting,"noun, de(f)",design,False,True,False,False,False,False
jaloers,adj,jealous,False,True,False,False,False,False
motto,"noun, het",motto,False,True,False,False,False,False
naïef,adj,naive,False,True,False,False,False,False
nicht,"noun, de(f)","niece, cousin",False,True,False,False,False,False
plezant,adj,amusing,False,True,False,False,False,False
gruwelijk,adj,horrible,False,True,False,False,False,False
kabel,"noun, de(m)",cable,False,True,False,False,False,False
schaap,"noun, het",sheep,False,True,False,False,False,False
tienduizend,num,ten thousand,False,True,False,False,False,False
zolang,adv,as long as,False,True,False,False,False,False
aanraden,verb,to recommend,False,True,False,False,False,False
bui,"noun, de","shower, rain",False,True,False,False,False,False
medewerking,"noun, de(f)",collaboration,False,True,False,False,False,False
opinie,"noun, de(f)",opinion,False,True,False,False,False,False
piano,"noun, de",piano,False,True,False,False,False,False
afwisselen,verb,to alternate,False,True,False,False,False,False
financiering,"noun, de(f)",financing,False,True,False,False,False,False
merendeel,"noun, het","most, majority",False,True,False,False,False,False
receptie,"noun, de(f)",reception,False,True,False,False,False,False
sedert,prep,since,False,True,False,False,False,False
staking,"noun, de(f)",strike,False,True,False,False,False,False
verschaffen,verb,to provide,False,True,False,False,False,False
versturen,verb,to send,False,True,False,False,False,False
voltooien,verb,to complete,False,True,False,False,False,False
absurd,adj,absurd,False,True,False,False,False,False
communiceren,verb,to communicate,False,True,False,False,False,False
levenslang,adj,lifelong,False,True,False,False,False,False
signaleren,verb,"to signal, to observe",False,True,False,False,False,False
vet,"noun, het",fat,False,True,False,False,False,False
zogezegd,adj,so to speak,False,True,False,False,False,False
afgeven,verb,to deliver,False,True,False,False,False,False
bijnaam,"noun, de(m)",nickname,False,True,False,False,False,False
verbouwen,verb,a) to renovate b) to cultivate,False,True,False,False,False,False
bedriegen,verb,to cheat,False,True,False,False,False,False
code,"noun, de(m)",code,False,True,False,False,False,False
herfst,"noun, de(m)",autumn,False,True,False,False,False,False
meespelen,verb,"to take part, to play",False,True,False,False,False,False
orkest,"noun, het",orchestra,False,True,False,False,False,False
uiting,"noun, de(f)",expression,False,True,False,False,False,False
verdienste,"noun, de(f)",merit,False,True,False,False,False,False
bisschop,"noun, de(m)",bishop,False,True,False,False,False,False
onnodig,adj,unnecessary,False,True,False,False,False,False
profiel,"noun, het",profile,False,True,False,False,False,False
toestaan,verb,to allow,False,True,False,False,False,False
transport,"noun, het",transport,False,True,False,False,False,False
beledigen,verb,to offend,False,True,False,False,False,False
compromis,"noun, het",compromise,False,True,False,False,False,False
motivatie,"noun, de(f)",motivation,False,True,False,False,False,False
pint,"noun, de","pint, (glass of) beer",False,True,False,False,False,False
reëel,adj,real,False,True,False,False,False,False
zinloos,adj,meaningless,False,True,False,False,False,False
zout,"noun, het",salt,False,True,False,False,False,False
aanstaand,adj,"next, this",False,True,False,False,False,False
buis,"noun, de",tube,False,True,False,False,False,False
deftig,adj,distinguished,False,True,False,False,False,False
fascineren,verb,to fascinate,False,True,False,False,False,False
inval,"noun, de(m)",raid,False,True,False,False,False,False
opdoen,verb,to gain,False,True,False,False,False,False
passage,"noun, de(f)",passage,False,True,False,False,False,False
schooljaar,"noun, het",school year,False,True,False,False,False,False
weekblad,"noun, het",weekly magazine,False,True,False,False,False,False
filosoof,"noun, de(m)",philosopher,False,True,False,False,False,False
industrieel,adj,industrial,False,True,False,False,False,False
ingenieur,"noun, de(m)",engineer,False,True,False,False,False,False
voorraad,"noun, de(m)",stock,False,True,False,False,False,False
muis,"noun, de",mouse,False,True,False,False,False,False
baat,"noun, de",benefit,False,True,False,False,False,False
bakker,"noun, de(m)",baker,False,True,False,False,False,False
front,"noun, het",front,False,True,False,False,False,False
logica,"noun, de(f)",logic,False,True,False,False,False,False
overeenkomen,verb,"to correspond, to match",False,True,False,False,False,False
voorschrijven,verb,to prescribe,False,True,False,False,False,False
aanslaan,verb,a) to be successful b) to tax,False,True,False,False,False,False
beogen,verb,to aim,False,True,False,False,False,False
betwijfelen,verb,to doubt,False,True,False,False,False,False
onderdak,"noun, het","accommodation, shelter",False,True,False,False,False,False
staf,"noun, de(m)",a) staff (object) b) staff (people),False,True,False,False,False,False
telefonisch,adj,telephonic,False,True,False,False,False,False
verschuiven,verb,to move,False,True,False,False,False,False
zilver,"noun, het",silver,False,True,False,False,False,False
bespreking,"noun, de(f)",discussion,False,True,False,False,False,False
fuif,"noun, de",party,False,True,False,False,False,False
illustreren,verb,to illustrate,False,True,False,False,False,False
nagaan,verb,to check,False,True,False,False,False,False
raadplegen,verb,to consult,False,True,False,False,False,False
soepel,adj,"flexible, smooth",False,True,False,False,False,False
vrijkomen,verb,a) to be set free b) to be released,False,True,False,False,False,False
zonnig,adj,sunny,False,True,False,False,False,False
ambassade,"noun, de(f)",embassy,False,True,False,False,False,False
bevriend,adj,friendly,False,True,False,False,False,False
doodschieten,verb,to shoot (dead),False,True,False,False,False,False
homo,"noun, de(m)",gay,False,True,False,False,False,False
patroon,"noun, het",pattern,False,True,False,False,False,False
planeet,"noun, de",planet,False,True,False,False,False,False
toewijzen,verb,to assign,False,True,False,False,False,False
uitzetten,verb,"a) to turn off b) to deport, to throw out",False,True,False,False,False,False
afkomen,verb,to come down,False,True,False,False,False,False
afleveren,verb,to deliver,False,True,False,False,False,False
alvorens,conj,before,False,True,False,False,False,False
leeuw,"noun, de(m)",lion,False,True,False,False,False,False
systematisch,adj,systematic,False,True,False,False,False,False
verdrijven,verb,to expel,False,True,False,False,False,False
verwennen,verb,to pamper,False,True,False,False,False,False
waardering,"noun, de(f)",appreciation,False,True,False,False,False,False
alleenstaand,adj,single,False,True,False,False,False,False
eenmalig,adj,one-off,False,True,False,False,False,False
eenzelfde,pron,same,False,True,False,False,False,False
haken,verb,"to catch, to hook",False,True,False,False,False,False
onderaan,adv,at the bottom,False,True,False,False,False,False
terugbrengen,verb,to return,False,True,False,False,False,False
uitbouwen,verb,to extend,False,True,False,False,False,False
vondst,"noun, de(f)",find,False,True,False,False,False,False
weghalen,verb,to remove,False,True,False,False,False,False
uittrekken,verb,to take off,False,True,False,False,False,False
dienstverlening,"noun, de(f)",service(s),False,True,False,False,False,False
immens,adj,immense,False,True,False,False,False,False
korting,"noun, de(f)",discount,False,True,False,False,False,False
stroming,"noun, de(f)","current, movement",False,True,False,False,False,False
verkrachten,verb,to rape,False,True,False,False,False,False
vliegveld,"noun, het",airport,False,True,False,False,False,False
beletten,verb,to prevent,False,True,False,False,False,False
benadering,"noun, de(f)","approximation, approach",False,True,False,False,False,False
consequentie,"noun, de(f)",consequence,False,True,False,False,False,False
fungeren,verb,to function,False,True,False,False,False,False
helling,"noun, de(f)",slope,False,True,False,False,False,False
politieagent,"noun, de(m)",police officer,False,True,False,False,False,False
ras,"noun, het","race, breed",False,True,False,False,False,False
relevant,adj,relevant,False,True,False,False,False,False
stempel,"noun, de(m)/het",stamp,False,True,False,False,False,False
uitvinden,verb,to invent,False,True,False,False,False,False
werkgroep,"noun, de",working group,False,True,False,False,False,False
afstuderen,verb,to graduate,False,True,False,False,False,False
bekleden,verb,to occupy,False,True,False,False,False,False
kroon,"noun, de",crown,False,True,False,False,False,False
schrijfster,"noun, de(f)","writer, authoress",False,True,False,False,False,False
tegenvallen,verb,to disappoint,False,True,False,False,False,False
toer,"noun, de(m)",tour,False,True,False,False,False,False
vergezellen,verb,to accompany,False,True,False,False,False,False
verkennen,verb,to explore,False,True,False,False,False,False
achterkant,"noun, de(m)",back,False,True,False,False,False,False
bekomen,verb,to recover,False,True,False,False,False,False
expliciet,adj,explicit,False,True,False,False,False,False
minst,num,least,False,True,False,False,False,False
opera,"noun, de(m)",opera,False,True,False,False,False,False
service,"noun, de(m)",service,False,True,False,False,False,False
middeleeuws,adj,medieval,False,True,False,False,False,False
object,"noun, het",object,False,True,False,False,False,False
overschot,"noun, het",surplus,False,True,False,False,False,False
psychisch,adj,psychological,False,True,False,False,False,False
rijkdom,"noun, de(m)",wealth,False,True,False,False,False,False
suiker,"noun, de(m)",sugar,False,True,False,False,False,False
tegendeel,"noun, het",opposite,False,True,False,False,False,False
vergoeden,verb,to reimburse,False,True,False,False,False,False
aanbieding,"noun, de(f)",offer,False,True,False,False,False,False
ban,"noun, de(m)",ban,False,True,False,False,False,False
bijhouden,verb,to keep (up),False,True,False,False,False,False
depressie,"noun, de(f)",depression,False,True,False,False,False,False
graven,verb,to dig,False,True,False,False,False,False
marge,"noun, de",margin,False,True,False,False,False,False
onszelf,pron,ourselves,False,True,False,False,False,False
opa,"noun, de(m)",grandpa,False,True,False,False,False,False
virus,"noun, het",virus,False,True,False,False,False,False
biografie,"noun, de(f)",biography,False,True,False,False,False,False
overdragen,verb,"to pass on, to transfer",False,True,False,False,False,False
schandaal,"noun, het",scandal,False,True,False,False,False,False
advertentie,"noun, de(f)",advertisement,False,True,False,False,False,False
bewaken,verb,to guard,False,True,False,False,False,False
bundel,"noun, de(m)",edited volume,False,True,False,False,False,False
herkomst,"noun, de(f)",origin,False,True,False,False,False,False
klooster,"noun, het",monastery,False,True,False,False,False,False
peil,"noun, het",level,False,True,False,False,False,False
stadium,"noun, het",stage,False,True,False,False,False,False
berekening,"noun, de(f)",calculation,False,True,False,False,False,False
continu,adj,continuous,False,True,False,False,False,False
monster,"noun, het",a) monster b) sample,False,True,False,False,False,False
paspoort,"noun, het",passport,False,True,False,False,False,False
tunnel,"noun, de(m)",tunnel,False,True,False,False,False,False
tweetal,"noun, het",two,False,True,False,False,False,False
lekken,verb,to leak,False,True,False,False,False,False
onbegrijpelijk,adj,incomprehensible,False,True,False,False,False,False
onderwerpen,verb,to subject,False,True,False,False,False,False
pakweg,adv,roughly,False,True,False,False,False,False
subtiel,adj,subtle,False,True,False,False,False,False
triest,adj,sad,False,True,False,False,False,False
verzoeken,verb,to request,False,True,False,False,False,False
waardig,adj,worthy,False,True,False,False,False,False
Bijbel,"noun, de(m)",bible,False,True,False,False,False,False
bijwonen,verb,to attend,False,True,False,False,False,False
geldig,adj,valid,False,True,False,False,False,False
meevallen,verb,to turn out not too bad,False,True,False,False,False,False
pond,"noun, het",pound,False,True,False,False,False,False
sloot,"noun, de",ditch,False,True,False,False,False,False
verwaarlozen,verb,to neglect,False,True,False,False,False,False
aanvang,"noun, de(m)",commencement,False,True,False,False,False,False
cliché,"noun, het",cliché,False,True,False,False,False,False
ophangen,verb,to hang,False,True,False,False,False,False
orgaan,"noun, het",organ,False,True,False,False,False,False
rechtvaardigen,verb,to justify,False,True,False,False,False,False
tropisch,adj,tropical,False,True,False,False,False,False
bon,"noun, de(m)",a) coupon b) ticket,False,True,False,False,False,False
citaat,"noun, het",quote,False,True,False,False,False,False
comfortabel,adj,comfortable,False,True,False,False,False,False
continent,"noun, het",continent,False,True,False,False,False,False
formaat,"noun, het",format,False,True,False,False,False,False
identificeren,verb,to identify,False,True,False,False,False,False
indertijd,adv,at the time,False,True,False,False,False,False
kunstmatig,adj,artificial,False,True,False,False,False,False
landgenoot,"noun, de(m)",countryman,False,True,False,False,False,False
