Word,Part-of-Speech,Definition,whether_core,whether_general,whether_spoken,whether_fiction,whether_newspapers,whether_web
de,art,the,True,False,False,False,False,False
en,conj,and,True,False,False,False,False,False
in,prep,in,True,False,False,False,False,False
van,prep,of,True,False,False,False,False,False
op,prep,on,True,False,False,False,False,False
zijn,verb,to be,True,False,False,False,False,False
"het, ’t",1) art 2) pron,1) the 2) it,True,False,False,False,False,False
een,art,a,True,False,False,False,False,False
voor,prep,a) for b) in front of,True,False,False,False,False,False
die,pron,"a) that, those b) that, who",True,False,False,False,False,False
met,prep,with,True,False,False,False,False,False
te,prep,to,True,False,False,False,False,False
hebben,verb,to have,True,False,False,False,False,False
niet,adv,not,True,False,False,False,False,False
aan,prep,to,True,False,False,False,False,False
ook,adv,also,True,False,False,False,False,False
er,adv,there,True,False,False,False,False,False
als,conj,when,True,False,False,False,False,False
veel,num,much,True,False,False,False,False,False
kunnen,verb,to be able,True,False,False,False,False,False
dat,conj,that,True,False,False,False,False,False
om,prep,(a)round,True,False,False,False,False,False
worden,verb,to be,True,False,False,False,False,False
dat,pron,that,True,False,False,False,False,False
nog,adv,still,True,False,False,False,False,False
maar,conj,but,True,False,False,False,False,False
bij,prep,near (to),True,False,False,False,False,False
"zij, ze",pron,a) she b) they,True,False,False,False,False,False
naar,prep,to,True,False,False,False,False,False
uit,prep,from,True,False,False,False,False,False
gaan,verb,to go,True,False,False,False,False,False
komen,verb,to come,True,False,False,False,False,False
zullen,verb,will,True,False,False,False,False,False
of,conj,or,True,False,False,False,False,False
over,prep,a) over b) about,True,False,False,False,False,False
moeten,verb,"to have to, must",True,False,False,False,False,False
door,prep,through,True,False,False,False,False,False
al,adv,already,True,False,False,False,False,False
geen,pron,no,True,False,False,False,False,False
dan,adv,then,True,False,False,False,False,False
goed,adj,good,True,False,False,False,False,False
wel,adv,~ rather,True,False,False,False,False,False
maken,verb,a) to make b) to repair,True,False,False,False,False,False
tot,prep,to,True,False,False,False,False,False
hij,pron,he,True,False,False,False,False,False
wat,pron,what,True,False,False,False,False,False
zo,adv,so,True,False,False,False,False,False
nu,adv,now,True,False,False,False,False,False
"zijn, z’n",pron,his,True,False,False,False,False,False
jaar,"noun, het",year,True,False,False,False,False,False
ander,adj,other,True,False,False,False,False,False
doen,verb,to do,True,False,False,False,False,False
dit,pron,this,True,False,False,False,False,False
willen,verb,to want,True,False,False,False,False,False
zich,pron,"herself, himself, itself, themselves",True,False,False,False,False,False
staan,verb,to stand,True,False,False,False,False,False
zien,verb,to see,True,False,False,False,False,False
zeggen,verb,to say,True,False,False,False,False,False
krijgen,verb,to get,True,False,False,False,False,False
"wij, we",pron,we,True,False,False,False,False,False
groot,adj,a) big b) great,True,False,False,False,False,False
na,prep,after,True,False,False,False,False,False
hun,pron,a) their b) (to) them,True,False,False,False,False,False
ik,pron,I,True,False,False,False,False,False
deze,pron,"this, these",True,False,False,False,False,False
daar,adv,there,True,False,False,False,False,False
"jij, je",pron,you,True,False,False,False,False,False
vinden,verb,to find,True,False,False,False,False,False
laten,verb,to let,True,False,False,False,False,False
al,pron,all,True,False,False,False,False,False
tegen,prep,"against, towards",True,False,False,False,False,False
twee,num,two,True,False,False,False,False,False
"een, één",num,one,True,False,False,False,False,False
heel,adj,whole,True,False,False,False,False,False
geven,verb,to give,True,False,False,False,False,False
blijven,verb,to remain,True,False,False,False,False,False
waar,adv,where,True,False,False,False,False,False
toch,adv,yet,True,False,False,False,False,False
ons,pron,a) us b) our,True,False,False,False,False,False
onder,prep,under,True,False,False,False,False,False
weten,verb,to know,True,False,False,False,False,False
zitten,verb,to sit,True,False,False,False,False,False
dan,conj,than,True,False,False,False,False,False
maar,adv,"but, only, just",True,False,False,False,False,False
mens,"noun, de(m)",human,True,False,False,False,False,False
omdat,conj,because,True,False,False,False,False,False
alleen,adv,alone,True,False,False,False,False,False
nemen,verb,to take,True,False,False,False,False,False
houden,verb,to hold,True,False,False,False,False,False
nieuw,adj,new,True,False,False,False,False,False
mogen,verb,to be allowed,True,False,False,False,False,False
weer,adv,again,True,False,False,False,False,False
tijd,"noun, de(m)",time,True,False,False,False,False,False
lang,adj,"long, tall",True,False,False,False,False,False
af,adv,off,True,False,False,False,False,False
liggen,verb,to lie,True,False,False,False,False,False
dus,adv,so,True,False,False,False,False,False
haar,pron,a) her b) her (poss),True,False,False,False,False,False
drie,num,three,True,False,False,False,False,False
tussen,prep,between,True,False,False,False,False,False
"mij, me",pron,me,True,False,False,False,False,False
eens,adv,"once, (not) even",True,False,False,False,False,False
volgen,verb,to follow,True,False,False,False,False,False
dag,"noun, de(m)",day,True,False,False,False,False,False
zelf,pron,self,True,False,False,False,False,False
"mijn, m’n",pron,my,True,False,False,False,False,False
zoals,conj,as,True,False,False,False,False,False
"hem, ’m",pron,him,True,False,False,False,False,False
mee,adv,with,True,False,False,False,False,False
iets,pron,something,True,False,False,False,False,False
hoe,adv,how,True,False,False,False,False,False
denken,verb,to think,True,False,False,False,False,False
zonder,prep,without,True,False,False,False,False,False
want,conj,because,True,False,False,False,False,False
hier,adv,here,True,False,False,False,False,False
altijd,adv,always,True,False,False,False,False,False
te,adv,too,True,False,False,False,False,False
plaats,"noun, de",place,True,False,False,False,False,False
enkel,pron,"a few, a single",True,False,False,False,False,False
beginnen,verb,to start,True,False,False,False,False,False
man,"noun, de(m)",man,True,False,False,False,False,False
week,"noun, de",week,True,False,False,False,False,False
toe,adv,towards,True,False,False,False,False,False
echt,adj,real,True,False,False,False,False,False
keer,"noun, de(m)","time, occasion",True,False,False,False,False,False
wie,pron,who,True,False,False,False,False,False
werken,verb,to work,True,False,False,False,False,False
volgens,prep,according to,True,False,False,False,False,False
eigen,adj,own,True,False,False,False,False,False
vooral,adv,especially,True,False,False,False,False,False
zelfs,adv,even,True,False,False,False,False,False
stellen,verb,to put,True,False,False,False,False,False
brengen,verb,to bring,True,False,False,False,False,False
zeker,adj,certain,True,False,False,False,False,False
elk,pron,each,True,False,False,False,False,False
net,adv,just,True,False,False,False,False,False
lopen,verb,to walk,True,False,False,False,False,False
klein,adj,little,True,False,False,False,False,False
nooit,adv,never,True,False,False,False,False,False
vragen,verb,to ask,True,False,False,False,False,False
vallen,verb,to fall,True,False,False,False,False,False
alles,pron,everything,True,False,False,False,False,False
terug,adv,back,True,False,False,False,False,False
horen,verb,to hear,True,False,False,False,False,False
spelen,verb,to play,True,False,False,False,False,False
uur,"noun, het",hour,True,False,False,False,False,False
oud,adj,old,True,False,False,False,False,False
hoog,adj,high,True,False,False,False,False,False
even,adv,just,True,False,False,False,False,False
tijdens,prep,during,True,False,False,False,False,False
steeds,adv,always,True,False,False,False,False,False
toen,conj,when,True,False,False,False,False,False
vorig,adj,previous,True,False,False,False,False,False
binnen,prep,within,True,False,False,False,False,False
gewoon,adj,"usual, normal",True,False,False,False,False,False
niets,pron,nothing,True,False,False,False,False,False
snel,adj,fast,True,False,False,False,False,False
kijken,verb,to look,True,False,False,False,False,False
maand,"noun, de",month,True,False,False,False,False,False
jong,adj,young,True,False,False,False,False,False
halen,verb,to get,True,False,False,False,False,False
lijken,verb,to seem,True,False,False,False,False,False
zetten,verb,to put,True,False,False,False,False,False
blijken,verb,to prove,True,False,False,False,False,False
toen,adv,then,True,False,False,False,False,False
weinig,num,"little, few",True,False,False,False,False,False
eerst,adv,first,True,False,False,False,False,False
elkaar,pron,each other,True,False,False,False,False,False
mogelijk,adj,possible,True,False,False,False,False,False
samen,adv,together,True,False,False,False,False,False
kind,"noun, het",child,True,False,False,False,False,False
werk,"noun, het",work,True,False,False,False,False,False
land,"noun, het",country,True,False,False,False,False,False
vrouw,"noun, de(f)",woman,True,False,False,False,False,False
hand,"noun, de",hand,True,False,False,False,False,False
leven,"noun, het",life,True,False,False,False,False,False
zo’n,pron,such a,True,False,False,False,False,False
"eind, einde","noun, het",end,True,False,False,False,False,False
bestaan,verb,to exist,True,False,False,False,False,False
rond,prep,around,True,False,False,False,False,False
vaak,adv,often,True,False,False,False,False,False
trekken,verb,to draw,True,False,False,False,False,False
aantal,"noun, het",number,True,False,False,False,False,False
achter,prep,behind,True,False,False,False,False,False
natuurlijk,adj,natural,True,False,False,False,False,False
naam,"noun, de(m)",name,True,False,False,False,False,False
laatst,adj,last,True,False,False,False,False,False
deel,"noun, het",part,True,False,False,False,False,False
belangrijk,adj,important,True,False,False,False,False,False
misschien,adv,maybe,True,False,False,False,False,False
gebeuren,verb,to happen,True,False,False,False,False,False
iedereen,pron,everyone,True,False,False,False,False,False
bijna,adv,almost,True,False,False,False,False,False
probleem,"noun, het",problem,True,False,False,False,False,False
vier,num,four,True,False,False,False,False,False
sinds,prep,since,True,False,False,False,False,False
erg,adv,very,True,False,False,False,False,False
per,prep,"by, per",True,False,False,False,False,False
geleden,adj,ago,True,False,False,False,False,False
nodig,adj,necessary,True,False,False,False,False,False
noemen,verb,to name,True,False,False,False,False,False
vraag,"noun, de",question,True,False,False,False,False,False
proberen,verb,to try,True,False,False,False,False,False
zaak,"noun, de",a) case b) business,True,False,False,False,False,False
spreken,verb,to speak,True,False,False,False,False,False
allemaal,adv,all,True,False,False,False,False,False
pas,adv,only,True,False,False,False,False,False
helemaal,adv,completely,True,False,False,False,False,False
men,pron,"one, you",True,False,False,False,False,False
kennen,verb,to know,True,False,False,False,False,False
bekend,adj,(well-)known,True,False,False,False,False,False
terwijl,conj,while,True,False,False,False,False,False
huis,"noun, het",house,True,False,False,False,False,False
geval,"noun, het",case,True,False,False,False,False,False
duidelijk,adj,clear,True,False,False,False,False,False
gebruiken,verb,to use,True,False,False,False,False,False
vertellen,verb,to tell,True,False,False,False,False,False
kort,adj,short,True,False,False,False,False,False
vroeg,adj,early,True,False,False,False,False,False
vanaf,prep,from,True,False,False,False,False,False
weg,adv,gone,True,False,False,False,False,False
eigenlijk,adv,actually,True,False,False,False,False,False
via,prep,through,True,False,False,False,False,False
iemand,pron,someone,True,False,False,False,False,False
eerder,adv,sooner,True,False,False,False,False,False
mooi,adj,nice,True,False,False,False,False,False
schrijven,verb,to write,True,False,False,False,False,False
vijf,num,five,True,False,False,False,False,False
gisteren,adv,yesterday,True,False,False,False,False,False
sterk,adj,strong,True,False,False,False,False,False
paar,"noun, het",couple,True,False,False,False,False,False
u,pron,you,True,False,False,False,False,False
hen,pron,them,True,False,False,False,False,False
vandaag,adv,today,True,False,False,False,False,False
waarom,adv,why,True,False,False,False,False,False
moment,"noun, het","time, moment",True,False,False,False,False,False
manier,"noun, de",way,True,False,False,False,False,False
moeilijk,adj,difficult,True,False,False,False,False,False
wereld,"noun, de",world,True,False,False,False,False,False
opnieuw,adv,again,True,False,False,False,False,False
daarom,adv,therefore,True,False,False,False,False,False
geld,"noun, het",money,True,False,False,False,False,False
zeer,adv,very,True,False,False,False,False,False
soms,adv,sometimes,True,False,False,False,False,False
groep,"noun, de",group,True,False,False,False,False,False
stad,"noun, de","town, city",True,False,False,False,False,False
enig,pron,only,True,False,False,False,False,False
ver,adj,far,True,False,False,False,False,False
genoeg,adv,enough,True,False,False,False,False,False
stuk,"noun, het",piece,True,False,False,False,False,False
zwaar,adj,heavy,True,False,False,False,False,False
zoeken,verb,to search,True,False,False,False,False,False
kans,"noun, de",chance,True,False,False,False,False,False
ja,interj,yes,True,False,False,False,False,False
leggen,verb,to put,True,False,False,False,False,False
waarin,adv,wherein,True,False,False,False,False,False
tien,num,ten,True,False,False,False,False,False
voelen,verb,to feel,True,False,False,False,False,False
winnen,verb,to win,True,False,False,False,False,False
begin,"noun, het",start,True,False,False,False,False,False
vast,adj,"fixed, certain",True,False,False,False,False,False
naast,prep,next to,True,False,False,False,False,False
"bijvoorbeeld, bv.",adv,for example,True,False,False,False,False,False
slecht,adj,bad,True,False,False,False,False,False
verliezen,verb,to lose,True,False,False,False,False,False
buiten,prep,outside,True,False,False,False,False,False
zorgen,verb,to provide,True,False,False,False,False,False
Nederlands,adj,Dutch,True,False,False,False,False,False
oog,"noun, het",eye,True,False,False,False,False,False
beetje,"noun, het",bit,True,False,False,False,False,False
zoveel,num,so much,True,False,False,False,False,False
zes,num,six,True,False,False,False,False,False
meteen,adv,immediately,True,False,False,False,False,False
bovendien,adv,also,True,False,False,False,False,False
woord,"noun, het",word,True,False,False,False,False,False
graag,adv,"gladly, with pleasure",True,False,False,False,False,False
beide,num,both,True,False,False,False,False,False
kiezen,verb,to choose,True,False,False,False,False,False
hopen,verb,to hope,True,False,False,False,False,False
laat,adj,late,True,False,False,False,False,False
vol,adj,full,True,False,False,False,False,False
daarna,adv,afterwards,True,False,False,False,False,False
lezen,verb,to read,True,False,False,False,False,False
verschillend,adj,different,True,False,False,False,False,False
betalen,verb,to pay,True,False,False,False,False,False
miljoen,num,million,True,False,False,False,False,False
partij,"noun, de(f)",party,True,False,False,False,False,False
soort,"noun, de/het",kind of,True,False,False,False,False,False
ooit,adv,one day,True,False,False,False,False,False
ding,"noun, het",thing,True,False,False,False,False,False
weg,"noun, de(m)",road,True,False,False,False,False,False
sommige,pron,some,True,False,False,False,False,False
ieder,pron,each,True,False,False,False,False,False
leiden,verb,to lead,True,False,False,False,False,False
slechts,adv,only,True,False,False,False,False,False
niemand,pron,nobody,True,False,False,False,False,False
wachten,verb,to wait,True,False,False,False,False,False
welk,pron,which,True,False,False,False,False,False
sluiten,verb,to close,True,False,False,False,False,False
boven,prep,above,True,False,False,False,False,False
verwachten,verb,to expect,True,False,False,False,False,False
nee,interj,no,True,False,False,False,False,False
foto,"noun, de",photo,True,False,False,False,False,False
wonen,verb,to live,True,False,False,False,False,False
helpen,verb,to help,True,False,False,False,False,False
punt,"noun, de(m)",a) full stop b) item c) point,True,False,False,False,False,False
raken,verb,"to touch, to hit",True,False,False,False,False,False
leren,verb,to learn,True,False,False,False,False,False
dezelfde,pron,same,True,False,False,False,False,False
hard,adj,hard,True,False,False,False,False,False
feit,"noun, het",fact,True,False,False,False,False,False
leven,verb,to live,True,False,False,False,False,False
titel,"noun, de(m)",title,True,False,False,False,False,False
reden,"noun, de",reason,True,False,False,False,False,False
slaan,verb,to hit,True,False,False,False,False,False
afgelopen,adj,last,True,False,False,False,False,False
volledig,adj,full,True,False,False,False,False,False
inderdaad,adv,indeed,True,False,False,False,False,False
thuis,adv,at home,True,False,False,False,False,False
half,adj,half,True,False,False,False,False,False
open,adj,open,True,False,False,False,False,False
vriend,"noun, de(m)",friend,True,False,False,False,False,False
langs,prep,past,True,False,False,False,False,False
hoofd,"noun, het",head,True,False,False,False,False,False
uiteindelijk,adj,final,True,False,False,False,False,False
bedrijf,"noun, het",business,True,False,False,False,False,False
kant,"noun, de(m)",side,True,False,False,False,False,False
voorbij,adj,past,True,False,False,False,False,False
rijden,verb,to drive,True,False,False,False,False,False
"gemakkelijk, makkelijk",adj,easy,True,False,False,False,False,False
zodat,conj,so that,True,False,False,False,False,False
vrij,adj,free,True,False,False,False,False,False
politie,"noun, de(f)",police,True,False,False,False,False,False
verhaal,"noun, het",story,True,False,False,False,False,False
artikel,"noun, het","a) article b) product, object",True,False,False,False,False,False
boek,"noun, het",book,True,False,False,False,False,False
onderzoek,"noun, het",research,True,False,False,False,False,False
kopen,verb,to buy,True,False,False,False,False,False
zowel,adv,both,True,False,False,False,False,False
betekenen,verb,to mean,True,False,False,False,False,False
bezig,adj,busy,True,False,False,False,False,False
gevolg,"noun, het",result,True,False,False,False,False,False
school,"noun, de",school,True,False,False,False,False,False
hangen,verb,to hang,True,False,False,False,False,False
plan,"noun, het",plan,True,False,False,False,False,False
wanneer,conj,when,True,False,False,False,False,False
daarmee,adv,with it,True,False,False,False,False,False
extra,adj,additional,True,False,False,False,False,False
pakken,verb,to take,True,False,False,False,False,False
nadat,conj,after,True,False,False,False,False,False
ruim,adj,spacious,True,False,False,False,False,False
voeren,verb,"to have, to carry out",True,False,False,False,False,False
ongeveer,adv,about,True,False,False,False,False,False
idee,"noun, de(f)/het",idea,True,False,False,False,False,False
zin,"noun, de(m)",a) sentence b) sense,True,False,False,False,False,False
zondag,"noun, de(m)",Sunday,True,False,False,False,False,False
geloven,verb,to believe,True,False,False,False,False,False
zaterdag,"noun, de(m)",Saturday,True,False,False,False,False,False
hoeven,verb,to need (to),True,False,False,False,False,False
staat,"noun, de(m)",state,True,False,False,False,False,False
veranderen,verb,to change,True,False,False,False,False,False
leuk,adj,nice,True,False,False,False,False,False
bieden,verb,to offer,True,False,False,False,False,False
auto,"noun, de(m)",car,True,False,False,False,False,False
rest,"noun, de",rest,True,False,False,False,False,False
vader,"noun, de(m)",father,True,False,False,False,False,False
familie,"noun, de(f)",family,True,False,False,False,False,False
precies,adj,exact,True,False,False,False,False,False
steken,verb,a) to stab b) to put,True,False,False,False,False,False
trouwens,adv,anyway,True,False,False,False,False,False
begrijpen,verb,to understand,True,False,False,False,False,False
moeder,"noun, de(f)",mother,True,False,False,False,False,False
stoppen,verb,to stop,True,False,False,False,False,False
lid,"noun, het",member,True,False,False,False,False,False
leveren,verb,to supply,True,False,False,False,False,False
laag,adj,low,True,False,False,False,False,False
tonen,verb,to show,True,False,False,False,False,False
waarbij,adv,in which,True,False,False,False,False,False
praten,verb,to talk,True,False,False,False,False,False
vorm,"noun, de(m)",form,True,False,False,False,False,False
zichzelf,pron,"herself, himself, itself, yourself, themselves",True,False,False,False,False,False
hetzelfde,pron,the same,True,False,False,False,False,False
juist,adv,really; on the contrary,True,False,False,False,False,False
meter,"noun, de(m)",metre,True,False,False,False,False,False
rol,"noun, de",role,True,False,False,False,False,False
prijs,"noun, de(m)",price,True,False,False,False,False,False
tellen,verb,to count,True,False,False,False,False,False
reageren,verb,to react,True,False,False,False,False,False
waarvan,adv,whose,True,False,False,False,False,False
jongen,"noun, de(m)",boy,True,False,False,False,False,False
waarop,adv,on which,True,False,False,False,False,False
dienst,"noun, de(m)",service,True,False,False,False,False,False
ervan,adv,of it,True,False,False,False,False,False
draaien,verb,to turn,True,False,False,False,False,False
roepen,verb,to call,True,False,False,False,False,False
daarvoor,adv,"therefore, for that",True,False,False,False,False,False
gelukkig,adj,happy,True,False,False,False,False,False
sturen,verb,to send,True,False,False,False,False,False
dragen,verb,to carry,True,False,False,False,False,False
verkopen,verb,to sell,True,False,False,False,False,False
resultaat,"noun, het",result,True,False,False,False,False,False
minuut,"noun, de",minute,True,False,False,False,False,False
niks,pron,nothing,True,False,False,False,False,False
verdwijnen,verb,to disappear,True,False,False,False,False,False
daarbij,adv,"with it, besides",True,False,False,False,False,False
totaal,adj,total,True,False,False,False,False,False
meestal,adv,mostly,True,False,False,False,False,False
succes,"noun, het",success,True,False,False,False,False,False
besluiten,verb,to decide,True,False,False,False,False,False
kosten,verb,to cost,True,False,False,False,False,False
straat,"noun, de",street,True,False,False,False,False,False
ouder,"noun, de(m)",parent,True,False,False,False,False,False
organiseren,verb,to organize,True,False,False,False,False,False
bijzonder,adj,special,True,False,False,False,False,False
acht,num,eight,True,False,False,False,False,False
duren,verb,to last,True,False,False,False,False,False
water,"noun, het",water,True,False,False,False,False,False
wijzen,verb,to point,True,False,False,False,False,False
terecht,adj,"correct, deserved",True,False,False,False,False,False
vormen,verb,to form,True,False,False,False,False,False
persoon,"noun, de(m)",person,True,False,False,False,False,False
waarschijnlijk,adv,probably,True,False,False,False,False,False
zeven,num,seven,True,False,False,False,False,False
waardoor,adv,as a result of which,True,False,False,False,False,False
klinken,verb,to sound,True,False,False,False,False,False
periode,"noun, de(f)",period,True,False,False,False,False,False
merken,verb,to notice,True,False,False,False,False,False
helft,"noun, de",half,True,False,False,False,False,False
recht,"noun, het",right,True,False,False,False,False,False
opzetten,verb,to set up,True,False,False,False,False,False
gebruik,"noun, het",use,True,False,False,False,False,False
gevoel,"noun, het",feeling,True,False,False,False,False,False
beeld,"noun, het",statue,True,False,False,False,False,False
grond,"noun, de(m)",ground,True,False,False,False,False,False
normaal,adj,normal,True,False,False,False,False,False
bouwen,verb,to build,True,False,False,False,False,False
zoon,"noun, de(m)",son,True,False,False,False,False,False
deur,"noun, de",door,True,False,False,False,False,False
rood,adj,red,True,False,False,False,False,False
ontstaan,verb,to start,True,False,False,False,False,False
meisje,"noun, het",girl,True,False,False,False,False,False
enorm,adj,enormous,True,False,False,False,False,False
nacht,"noun, de(m)",night,True,False,False,False,False,False
hoewel,conj,although,True,False,False,False,False,False
uw,pron,your,True,False,False,False,False,False
gelijk,adj,equal,True,False,False,False,False,False
vergeten,verb,to forget,True,False,False,False,False,False
bereiken,verb,to reach,True,False,False,False,False,False
algemeen,adj,general,True,False,False,False,False,False
passen,verb,to suit,True,False,False,False,False,False
richten (zich),verb,to focus,True,False,False,False,False,False
verschil,"noun, het",difference,True,False,False,False,False,False
programma,"noun, het","programme, program",True,False,False,False,False,False
lachen,verb,to laugh,True,False,False,False,False,False
groeien,verb,to grow,True,False,False,False,False,False
verdienen,verb,to earn,True,False,False,False,False,False
verschijnen,verb,to appear,True,False,False,False,False,False
krant,"noun, de",newspaper,True,False,False,False,False,False
eten,verb,to eat,True,False,False,False,False,False
nummer,"noun, het",number,True,False,False,False,False,False
belang,"noun, het",importance,True,False,False,False,False,False
jullie,pron,you,True,False,False,False,False,False
situatie,"noun, de(f)",situation,True,False,False,False,False,False
kilometer,"noun, de(m)",kilometre,True,False,False,False,False,False
toekomst,"noun, de(f)",future,True,False,False,False,False,False
zwart,adj,black,True,False,False,False,False,False
verklaren,verb,to explain,True,False,False,False,False,False
honderd,num,hundred,True,False,False,False,False,False
bepaald,adj,certain,True,False,False,False,False,False
aandacht,"noun, de",attention,True,False,False,False,False,False
waarmee,adv,with which,True,False,False,False,False,False
daardoor,adv,therefore,True,False,False,False,False,False
speciaal,adj,special,True,False,False,False,False,False
beslissen,verb,to decide,True,False,False,False,False,False
bepalen,verb,to determine,True,False,False,False,False,False
dochter,"noun, de(f)",daughter,True,False,False,False,False,False
plaatsen,verb,to place,True,False,False,False,False,False
stem,"noun, de",a) voice b) vote,True,False,False,False,False,False
Frans,adj,French,True,False,False,False,False,False
dienen,verb,to serve (as),True,False,False,False,False,False
gebied,"noun, het",area,True,False,False,False,False,False
richting,"noun, de(f)",direction,True,False,False,False,False,False
vertrekken,verb,to leave,True,False,False,False,False,False
openen,verb,to open,True,False,False,False,False,False
voorkomen,verb,a) to occur b) to prevent,True,False,False,False,False,False
dood,"noun, de",death,True,False,False,False,False,False
missen,verb,"to miss, to lack",True,False,False,False,False,False
morgen,adv,tomorrow,True,False,False,False,False,False
antwoord,"noun, het",answer,True,False,False,False,False,False
heten,verb,to be called,True,False,False,False,False,False
persoonlijk,adj,personal,True,False,False,False,False,False
voorbeeld,"noun, het",example,True,False,False,False,False,False
weekend,"noun, het",weekend,True,False,False,False,False,False
slagen,verb,to succeed,True,False,False,False,False,False
doel,"noun, het",goal,True,False,False,False,False,False
gelden,verb,to apply,True,False,False,False,False,False
stappen,verb,to step,True,False,False,False,False,False
licht,"noun, het",light,True,False,False,False,False,False
klaar,adj,ready,True,False,False,False,False,False
muziek,"noun, de(f)",music,True,False,False,False,False,False
ondanks,prep,in spite of,True,False,False,False,False,False
liever,adv,rather,True,False,False,False,False,False
twintig,num,twenty,True,False,False,False,False,False
buurt,"noun, de",neighbourhood,True,False,False,False,False,False
slachtoffer,"noun, het",victim,True,False,False,False,False,False
reactie,"noun, de(f)",reaction,True,False,False,False,False,False
bekijken,verb,to look at,True,False,False,False,False,False
contact,"noun, het",contact,True,False,False,False,False,False
televisie,"noun, de(f)",television,True,False,False,False,False,False
tegenover,prep,"opposite, against",True,False,False,False,False,False
kaart,"noun, de",map,True,False,False,False,False,False
voorlopig,adj,provisional,True,False,False,False,False,False
avond,"noun, de(m)",evening,True,False,False,False,False,False
voet,"noun, de(m)",foot,True,False,False,False,False,False
rekening,"noun, de(f)",bill,True,False,False,False,False,False
breken,verb,to break,True,False,False,False,False,False
eeuw,"noun, de",century,True,False,False,False,False,False
betreffen,verb,to concern,True,False,False,False,False,False
kop,"noun, de(m)",a) head b) cup,True,False,False,False,False,False
dicht,adj,closed,True,False,False,False,False,False
direct,adj,immediate,True,False,False,False,False,False
druk,adj,busy,True,False,False,False,False,False
melden,verb,to report,True,False,False,False,False,False
daarvan,adv,"thereof, from that",True,False,False,False,False,False
inmiddels,adv,meanwhile,True,False,False,False,False,False
lukken,verb,to succeed,True,False,False,False,False,False
film,"noun, de(m)",film,True,False,False,False,False,False
mogelijkheid,"noun, de(f)",possibility,True,False,False,False,False,False
markt,"noun, de",market,True,False,False,False,False,False
publiek,"noun, het",public,True,False,False,False,False,False
"informatie, info","noun, de(f)",information,True,False,False,False,False,False
geraken,verb,to get,True,False,False,False,False,False
alsof,conj,as if,True,False,False,False,False,False
overigens,adv,anyway,True,False,False,False,False,False
Duits,adj,German,True,False,False,False,False,False
keuze,"noun, de",choice,True,False,False,False,False,False
rekenen,verb,to count,True,False,False,False,False,False
oh,interj,oh,True,False,False,False,False,False
blij,adj,happy,True,False,False,False,False,False
nauwelijks,adv,hardly,True,False,False,False,False,False
opnemen,verb,to record,True,False,False,False,False,False
lijst,"noun, de",list,True,False,False,False,False,False
wit,adj,white,True,False,False,False,False,False
officieel,adj,official,True,False,False,False,False,False
diep,adj,deep,True,False,False,False,False,False
hoogte,"noun, de(f)",height,True,False,False,False,False,False
gezicht,"noun, het",face,True,False,False,False,False,False
stijgen,verb,to rise,True,False,False,False,False,False
gesprek,"noun, het",conversation,True,False,False,False,False,False
rust,"noun, de",rest,True,False,False,False,False,False
kloppen,verb,"to knock, to beat",True,False,False,False,False,False
stap,"noun, de(m)",step,True,False,False,False,False,False
blijkbaar,adv,apparently,True,False,False,False,False,False
verlaten,verb,to leave,True,False,False,False,False,False
ervaring,"noun, de(f)",experience,True,False,False,False,False,False
dood,adj,dead,True,False,False,False,False,False
geschiedenis,"noun, de(f)",history,True,False,False,False,False,False
namelijk,adv,namely,True,False,False,False,False,False
duur,adj,expensive,True,False,False,False,False,False
ergens,adv,somewhere,True,False,False,False,False,False
bewijzen,verb,to prove,True,False,False,False,False,False
vervolgens,adv,then,True,False,False,False,False,False
plek,"noun, de","place, spot",True,False,False,False,False,False
centrum,"noun, het",centre,True,False,False,False,False,False
geboren,adj,born,True,False,False,False,False,False
groen,adj,green,True,False,False,False,False,False
oorlog,"noun, de(m)",war,True,False,False,False,False,False
politiek,"noun, de(f)",politics,True,False,False,False,False,False
ondertussen,adv,meanwhile,True,False,False,False,False,False
ruimte,"noun, de(f)",space,True,False,False,False,False,False
durven,verb,to dare,True,False,False,False,False,False
nieuws,"noun, het",news,True,False,False,False,False,False
band,"noun, de(m)",bond,True,False,False,False,False,False
overlijden,verb,to die,True,False,False,False,False,False
directeur,"noun, de(m)",director,True,False,False,False,False,False
schieten,verb,to shoot,True,False,False,False,False,False
zomer,"noun, de(m)",summer,True,False,False,False,False,False
kracht,"noun, de",strength,True,False,False,False,False,False
wellicht,adv,"possibly, perhaps",True,False,False,False,False,False
genieten,verb,to enjoy,True,False,False,False,False,False
bedoeling,"noun, de(f)",intention,True,False,False,False,False,False
voorstellen,verb,to propose,True,False,False,False,False,False
erop,adv,on it,True,False,False,False,False,False
leeftijd,"noun, de(m)",age,True,False,False,False,False,False
ontvangen,verb,to receive,True,False,False,False,False,False
rug,"noun, de(m)",back,True,False,False,False,False,False
behalve,conj,except,True,False,False,False,False,False
bank,"noun, de","a) bank b) bench, sofa",True,False,False,False,False,False
absoluut,adj,absolute,True,False,False,False,False,False
nogal,adv,rather,True,False,False,False,False,False
lekker,adj,tasty,True,False,False,False,False,False
negen,num,nine,True,False,False,False,False,False
hart,"noun, het",heart,True,False,False,False,False,False
bellen,verb,"to ring, to call",True,False,False,False,False,False
waar,adj,true,True,False,False,False,False,False
vreemd,adj,"strange, foreign",True,False,False,False,False,False
